company_id,company_name,domain,website_url,phone_raw,phone_e164,phone_valid,phone_type,address,city,state,country,zip,categories,source_tags,rating,review_count,place_id,lat,lng,emails_found,primary_email,ai_outreach_line,lead_score,owner_name,enrichment_industry,enrichment_employee_count,enrichment_linkedin_url,linkedin_contacts,ai_email_pattern
80f6725451404495,Top Tier Roofing,,http://www.toptierroofing.com/,+14083376985,+14083376985,True,mobile,"Top Tier Roofing, 16890 Church St Unit 16B, Morgan Hill, CA 95037","Morgan Hill, CA",Open ⋅ Closes 5 PM,US,,"['Roofing contractor', 'Contractor']",['gmaps'],4.9,,ChIJWVBpAxnNj4ARFLDvLj1mUJw,37.1242294,-121.6463653,[],,Loved how Top Tier Roofing presents their product—quick question about boosting demo conversions.,40,,,,,,
b147b374730218ce,"Campbell Roofing, Inc.",,https://roofingcampbell.com/?utm_source=local&utm_medium=organic&utm_content=Campbell&utm_campaign=gmb,+14087961233,+14087961233,True,mobile,"Campbell Roofing, Inc., 1550 Dell Ave Unit M, Campbell, CA 95008","Campbell, CA",Open ⋅ Closes 9:30 PM,US,,"['Roofing contractor', 'Skylight contractor']",['gmaps'],4.5,,ChIJMfeCEgQ1joARfwjIHpPU2iY,37.2636883,-121.9558876,[],,"Loved how Campbell Roofing, Inc. presents their product—quick question about boosting demo conversions.",40,,,,,,
949e07495be38114,Vincent Roofing Co. Inc.,,http://vincentroofingcoinc.com/,+15105380222,+15105380222,True,mobile,"Vincent Roofing Co. Inc., 2181 Dunn Rd, Hayward, CA 94545","Hayward, CA",Open ⋅ Closes 5 PM,US,,['Roofing contractor'],['gmaps'],5.0,,ChIJAxqmLqKRj4ARAxNTibtx-Ns,37.6451914,-122.1216152,[],,Loved how Vincent Roofing Co. Inc. presents their product—quick question about boosting demo conversions.,40,,,,,,
579489e530533dc5,Acme Roofing Services Inc,,https://acmeroofingservices.com/?utm_campaign=gmb,+14088435208,+14088435208,True,mobile,"ACME Roofing Services Inc, 16475 Vineyard Blvd, Morgan Hill, CA 95037","Morgan Hill, CA",Open ⋅ Closes 3:30 PM,US,,['Roofing contractor'],['gmaps'],4.5,,ChIJ6c1BEArNj4ARWXVO0N9GsMs,37.1196556,-121.6421024,[],,Loved how Acme Roofing Services Inc presents their product—quick question about boosting demo conversions.,40,,,,,,
042dc56836451d6f,"Eastman Roofing & Waterproofing, Inc.",,https://www.eastmanroofing.com/?UTM_source=GMB_listing&UTM_medium=organic,+14089719000,+14089719000,True,mobile,"Eastman Roofing & Waterproofing, Inc., 1418 Douglas St, San Jose, CA 95126","San Jose, CA",Open ⋅ Closes 5 PM,US,,['Roofing contractor'],['gmaps'],4.9,,ChIJQZhF60_Lj4ARi1XLQOwxv8k,37.321146999999996,-121.914554,[],,"Loved how Eastman Roofing & Waterproofing, Inc. presents their product—quick question about boosting demo conversions.",40,,,,,,
ba3c0d898437a247,All About Roofing Repair & Installation,,https://aaroof.net/,+14084260590,+14084260590,True,mobile,"All About Roofing Repair & Installation, 2548 Seaboard Ave, San Jose, CA 95131","San Jose, CA",Open ⋅ Closes 6 PM,US,,"['Roofing contractor', 'Building restoration service', 'Contractor', 'General contractor', 'Gutter service', 'Siding contractor', 'Skylight contractor', 'Water damage restoration service']",['gmaps'],5.0,,ChIJM9S08PMvjoARHTmczLS7kHo,37.377873699999995,-121.9378503,[],,Loved how All About Roofing Repair & Installation presents their product—quick question about boosting demo conversions.,40,,,,,,
4bd8e694087a9f68,"Mr. Roofing, Inc.",,https://www.mrroofing.net/,+16508329995,+16508329995,True,mobile,"Mr. Roofing, Inc., 101 1st St, South San Francisco, CA 94080","South San Francisco, CA",Open 24 hours,US,,"['Roofing contractor', 'Contractor', 'Solar energy system service']",['gmaps'],4.7,,ChIJ9ZmvnJ15j4ARnOQZISL5uoU,37.6536808,-122.4313981,[],,"Loved how Mr. Roofing, Inc. presents their product—quick question about boosting demo conversions.",40,,,,,,
72975696bccf2af2,"Andy's Roofing Company, Inc.",,https://www.andysroofing.com/,+15107771100,+15107771100,True,mobile,"Andy's Roofing Company, Inc., 2161 Adams Ave, San Leandro, CA 94577","San Leandro, CA",Open ⋅ Closes 4:30 PM,US,,['Roofing contractor'],['gmaps'],4.7,,ChIJOx6D9MbOj4ARSA7gibZnXd4,37.7227731,-122.193491,[],,"Loved how Andy's Roofing Company, Inc. presents their product—quick question about boosting demo conversions.",40,,,,,,
d02cbcd687892730,Master Roofing Company,,https://masterroofingcompany.net/,+15105235757,+15105235757,True,mobile,"Master Roofing Company, 2250 E 12th St, Oakland, CA 94606","Oakland, CA",Open ⋅ Closes 5 PM,US,,['Roofing contractor'],['gmaps'],5.0,,ChIJi0-Km-aGj4ARMC3ZfwP9OcU,37.783480499999996,-122.23759419999999,[],,Loved how Master Roofing Company presents their product—quick question about boosting demo conversions.,40,,,,,,
ed66a9e8cc4fddf8,Apollo Roofing Company,,,+18188394628,+18188394628,True,mobile,"Apollo Roofing Company, 7420 Monterey Rd, Gilroy, CA 95020","Gilroy, CA",Open ⋅ Closes 11 PM,US,,['Roofing contractor'],['gmaps'],4.8,,ChIJrbwdMgAD2YgRlOMa_temK-U,37.0072659,-121.56837929999999,[],,Loved how Apollo Roofing Company presents their product—quick question about boosting demo conversions.,20,,,,,,
