company_id,company_name,domain,website_url,phone_raw,phone_e164,phone_valid,phone_type,address,city,state,country,zip,categories,source_tags,rating,review_count,place_id,lat,lng,emails_found,primary_email,ai_outreach_line,lead_score,owner_name,enrichment_industry,enrichment_employee_count,enrichment_linkedin_url,linkedin_contacts,ai_email_pattern
c09f34771c8f2f57,Jc&c Roofing Company,,https://www.myroofimprovement.com/,+12814987663,+12814987663,True,mobile,"JC&C Roofing Company, 1220 Blalock Rd #145, Houston, TX 77055","Houston, TX",Open 24 hours,US,,['Roofing contractor'],['gmaps'],4.8,,ChIJOTrXBXLdQIYRcVhJY2kcbLs,29.790332,-95.5210101,[],,Loved how Jc&c Roofing Company presents their product—quick question about boosting demo conversions.,40,,,,,,
efce87f505d18e1b,Any Roof Repair & Installation,,http://www.anyroofrepairsanjose.com/,+16693043716,+16693043716,True,mobile,"Any Roof Repair & Installation, 1 Curtner Ave, San Jose, CA 95125","San Jose, CA",Opens soon ⋅ 7:30 AM,US,,"['Roofing contractor', 'Contractor']",['gmaps'],5.0,,ChIJgbEwfeczjoARkyGB6dh_W24,37.302836,-121.8652066,[],,Loved how Any Roof Repair & Installation presents their product—quick question about boosting demo conversions.,40,,,,,,
9a3b3cbf8eb373e1,Houston Roofing & Construction,,https://houstonroofingonline.com/?utm_source=googleMyBusiness&utm_medium=organic&utm_campaign=HoustonTx,+18327362344,+18327362344,True,mobile,"Houston Roofing & Construction, 11330 West Rd, Houston, TX 77065","Houston, TX",Open ⋅ Closes 5 PM,US,,"['Roofing contractor', 'Bathroom remodeler', 'Construction company', 'General contractor', 'Kitchen remodeler']",['gmaps'],4.9,,ChIJg6KxS3LQQIYRPItqVr1Ckp8,29.908765799999998,-95.5911356,[],,Loved how Houston Roofing & Construction presents their product—quick question about boosting demo conversions.,40,,,,,,
c11b67701d263e70,Lonestar Roofing & Exteriors,,https://www.lonestarroofing-or.com/,+19714533401,+19714533401,True,mobile,"Lonestar Roofing & Exteriors, 4910 Turner Rd SE STE 500, Salem, OR 97317","Salem, OR",Opens soon ⋅ 7:30 AM,US,,['Roofing contractor'],['gmaps'],5.0,,ChIJYUr5nPeDcWgRHTu-DYzCBEw,44.8838272,-122.9784325,[],,Loved how Lonestar Roofing & Exteriors presents their product—quick question about boosting demo conversions.,40,,,,,,
e9984ce6cba931ff,Bonn Roof Care Salem,,http://bonnroofcare.com/,+15033630005,+15033630005,True,mobile,"Bonn Roof Care Salem, 1620 Salem Industrial Dr NE, Salem, OR 97301","Salem, OR",Closed ⋅ Opens 8 AM,US,,['Roofing contractor'],['gmaps'],4.7,,ChIJlcp6OkP-v1QRIJyLZ9OW2co,44.970071,-123.01148549999999,[],,Loved how Bonn Roof Care Salem presents their product—quick question about boosting demo conversions.,40,,,,,,
43ed812306fa1684,Roof Replacement Inc,,http://www.roofreplacementca.com/?utm_campaign=gmb,+12135233145,+12135233145,True,mobile,"Roof Replacement Inc, 7034 Van Nuys Blvd Suite #200, Van Nuys, CA 91405","Van Nuys, CA",Open 24 hours,US,,"['Roofing contractor', 'Construction company', 'General contractor', 'Home builder', 'Remodeler']",['gmaps'],5.0,,ChIJe14LNP6XwoARBLqNR9fkuqM,34.1982311,-118.44797919999999,[],,Loved how Roof Replacement Inc presents their product—quick question about boosting demo conversions.,40,,,,,,
6a80ed508ec77828,Mr. Roof Nashville,,https://www.mrroof.com/nashville/,+16152083245,+16152083245,True,mobile,"Mr. Roof Nashville, 200 River Hills Dr, Nashville, TN 37210","Nashville, TN",Open ⋅ Closes 7 PM,US,,"['Roofing contractor', 'Gutter service', 'Insulation contractor', 'Masonry contractor', 'Siding contractor', 'Window installation service']",['gmaps'],4.7,,ChIJp8DFilpqZIgR6VkF5CTtorE,36.1618858,-86.7172223,[],,Loved how Mr. Roof Nashville presents their product—quick question about boosting demo conversions.,40,,,,,,
69e717293f505968,"Roofing Services Now: Roof Leak Repair San Antonio, Tx",,https://roofingservicesnow.com/,+12109880188,+12109880188,True,mobile,"ROOFING SERVICES NOW: Roof Leak Repair San Antonio, TX, 1777 NE Interstate 410 Loop Suite 600, San Antonio, TX 78217","San Antonio, TX",Open ⋅ Closes 7 PM,US,,"['Roofing contractor', 'Construction company', 'Contractor', 'Painter', 'Roofing supply store', 'Solar energy company']",['gmaps'],5.0,,ChIJl1hWTlTyXIYRqwLP-uuB4tM,29.517136299999997,-98.43651559999999,[],,"Loved how Roofing Services Now: Roof Leak Repair San Antonio, Tx presents their product—quick question about boosting demo conversions.",40,,,,,,
4bc6e2b99e64bd9d,High Ridge Roofing & Gutters,,https://www.highridgepro.com/,+15413574953,+15413574953,True,mobile,"High Ridge Roofing & Gutters, 1860 NE 4th St Ste 500, Bend, OR 97701","Bend, OR",Open 24 hours,US,,['Roofing contractor'],['gmaps'],5.0,,ChIJ_WAbfotlUKMRiioKDPHyLxc,44.0683252,-121.3004031,[],,Loved how High Ridge Roofing & Gutters presents their product—quick question about boosting demo conversions.,40,,,,,,
7f43127d1d81b96d,A&l Roofing,,http://www.alroofingsalem.com/,+15033710179,+15033710179,True,mobile,"A&L ROOFING, 4692 Lancaster Dr NE, Salem, OR 97305","Salem, OR",Closed ⋅ Opens 8:30 AM,US,,['Roofing contractor'],['gmaps'],5.0,,ChIJ11zUqeb4v1QR0qNOTWAqoWE,44.9898576,-122.98280659999999,[],,Loved how A&l Roofing presents their product—quick question about boosting demo conversions.,40,,,,,,
77b7fdd440648f17,Mikku & Sons Roofing,,https://www.mikkuandsons.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+16234651068,+16234651068,True,mobile,"Mikku & Sons Roofing, 320 W Lone Cactus Dr STE 9, Phoenix, AZ 85027","Phoenix, AZ",Closed ⋅ Opens 8 AM,US,,['Roofing contractor'],['gmaps'],4.8,,ChIJ_____08EK4cRX_IrfgfolUU,33.6811943,-112.07886599999999,[],,Loved how Mikku & Sons Roofing presents their product—quick question about boosting demo conversions.,40,,,,,,
f14b1e06f9ba3fee,Bliss Roofing,,https://blissroofing.com/,+15417033363,+15417033363,True,mobile,"Bliss Roofing, 930 SE Textron Dr STE D, Bend, OR 97702","Bend, OR",Closed ⋅ Opens 8 AM,US,,['Roofing contractor'],['gmaps'],4.9,,ChIJCwIkHI_HuFQRABWROk3jpm0,44.0495841,-121.29025159999999,[],,Loved how Bliss Roofing presents their product—quick question about boosting demo conversions.,40,,,,,,
8bf212af98f0045f,Rmc Roofing & Construction,,https://rmcroofingnm.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+15056751875,+15056751875,True,mobile,"RMC Roofing & Construction, 2326 Don Andres Rd SW, Albuquerque, NM 87105","Albuquerque, NM",Open ⋅ Closes 6 PM,US,,['Roofing contractor'],['gmaps'],4.8,,ChIJnyp1u-sNIocRyL8i6GIH-aU,35.046333,-106.700015,[],,Loved how Rmc Roofing & Construction presents their product—quick question about boosting demo conversions.,40,,,,,,
e7e48cf595a44139,Scott's Roofing,,https://scottsroof.com/,+15412156373,+15412156373,True,mobile,"Scott's Roofing, 1020 Paiute Way #100, Bend, OR 97702","Bend, OR",Open 24 hours,US,,['Roofing contractor'],['gmaps'],4.9,,ChIJD8tTH0bGuFQR-5yIiMSdKkE,44.040385199999996,-121.29279779999999,[],,Loved how Scott's Roofing presents their product—quick question about boosting demo conversions.,40,,,,,,
568c33ab9b2c9363,Denver Roofers Llc,,http://mydenverroofers.com/,+17204434202,+17204434202,True,mobile,"Denver Roofers LLC, 4454 Tennyson St, Denver, CO 80212","Denver, CO",Open ⋅ Closes 6 PM,US,,['Roofing contractor'],['gmaps'],4.9,,ChIJe7AWBD1_bIcRnHwncIzONiI,39.7775891,-105.0437096,[],,Loved how Denver Roofers Llc presents their product—quick question about boosting demo conversions.,40,,,,,,
09eb9c5baa7b7da7,Certified Roofing Specialists,,https://certifiedroofingspecialists.net/,+17146680757,+17146680757,True,mobile,"Certified Roofing Specialists, 11601 Anabel Ave, Garden Grove, CA 92843","Garden Grove, CA",Closed ⋅ Opens 8 AM,US,,"['Roofing contractor', 'Contractor', 'Solar energy system service']",['gmaps'],4.2,,ChIJtQMntb3Y3IAREPFK58hUA2o,33.7632031,-117.92728849999999,[],,Loved how Certified Roofing Specialists presents their product—quick question about boosting demo conversions.,40,,,,,,
e342a8556c7711c5,Or Advanced Roofing Llc,,https://oradvancedroofing.com/,+19713752644,+19713752644,True,mobile,"OR Advanced Roofing LLC, 4763 Lancaster Dr NE Ste 110, Salem, OR 97305","Salem, OR",Open 24 hours,US,,['Roofing contractor'],['gmaps'],4.9,,ChIJKRvfn7n-v1QR7Bet4chsPmY,44.992043599999995,-122.9832995,[],,Loved how Or Advanced Roofing Llc presents their product—quick question about boosting demo conversions.,40,,,,,,
bf85a740d0047775,Black Diamond Roofing,,https://blackdiamondsroofing.com/,+15039315480,+15039315480,True,mobile,"Black Diamond Roofing, 4745 Lancaster Dr NE, Salem, OR 97305","Salem, OR",Closed ⋅ Opens 8 AM,US,,"['Roofing contractor', 'Siding contractor']",['gmaps'],4.3,,ChIJI46PxkALlVQR43848xRdJL8,44.991233099999995,-122.98401849999999,[],,Loved how Black Diamond Roofing presents their product—quick question about boosting demo conversions.,40,,,,,,
4bc50cd2bbfab50a,Tin Shield Roofing,,https://tinshield.net/,+15415279944,+15415279944,True,mobile,"Tin Shield Roofing, 3826 SW Cascade Vista Dr, Redmond, OR 97756","Redmond, OR",Closed ⋅ Opens 8 AM,US,,"['Roofing contractor', 'Gutter service', 'Siding contractor']",['gmaps'],5.0,,ChIJh0bejoEK6UkRF1aQcP5jyMk,44.240879799999995,-121.2103485,[],,Loved how Tin Shield Roofing presents their product—quick question about boosting demo conversions.,40,,,,,,
dcc2b90f90480510,Slate & Slate Roofing,,https://salemroofers.com/,+15035852338,+15035852338,True,mobile,"Slate & Slate Roofing, 1120 Candlewood Dr NE, Keizer, OR 97303","Keizer, OR",Closed ⋅ Opens 8 AM,US,,['Roofing contractor'],['gmaps'],4.8,,ChIJWaUWL7X4v1QRvUdL-EVRWKw,44.9771168,-123.02023919999999,[],,Loved how Slate & Slate Roofing presents their product—quick question about boosting demo conversions.,40,,,,,,
9bddd55e94de4b3a,Southern Roofing Texas,,https://www.southernroofingtx.com/,+18325513002,+18325513002,True,mobile,"Southern Roofing Texas, 15035 Grant Rd, Cypress, TX 77429","Cypress, TX",Open ⋅ Closes 5 PM,US,,['Roofing contractor'],['gmaps'],4.6,,ChIJA-zHlbjTQIYRrKDgh3LuO84,30.018158099999997,-95.6441394,[],,Loved how Southern Roofing Texas presents their product—quick question about boosting demo conversions.,40,,,,,,
727d0cf1406954cb,Roof Squad,,https://www.roofsquad.com/?utm_source=Google+Business+Profile&utm_medium=organic&utm_campaign=GBPHouston,+17134898064,+17134898064,True,mobile,"Roof Squad, 19407 Park Row Blvd Suite 130, Houston, TX 77084","Houston, TX",Open 24 hours,US,,"['Roofing contractor', 'Gutter service']",['gmaps'],4.8,,ChIJ47904GjZQIYR9T318b-5g8A,29.790894599999998,-95.71081579999999,[],,Loved how Roof Squad presents their product—quick question about boosting demo conversions.,40,,,,,,
6a9f336996c46fee,Woodlands,,https://www.woodlandsroofing.com/,+12813517333,+12813517333,True,mobile,"Woodlands, 8402 Ginger Dr, Spring, TX 77389","Spring, TX",Open 24 hours,US,,"['Roofing contractor', 'Construction company', 'Patio enclosure supplier', 'Siding contractor', 'Window installation service']",['gmaps'],4.6,,ChIJ01lmc-kxR4YRO92mYgAJP4A,30.154173699999998,-95.5471565,[],,Loved how Woodlands presents their product—quick question about boosting demo conversions.,40,,,,,,
bad1cf529980bd37,Roof Runners,,https://roofrunnersllc.com/,+18323480133,+18323480133,True,mobile,"Roof Runners, 8844 Twin Fls Ln, Magnolia, TX 77354","Magnolia, TX",Open 24 hours,US,,"['Roofing contractor', 'Construction company']",['gmaps'],5.0,,ChIJyYT_4danoKARPzGw19GuqVI,30.215286199999998,-95.59321849999999,[],,Loved how Roof Runners presents their product—quick question about boosting demo conversions.,40,,,,,,
2cf04626549f90b9,Rose Roofing,,https://www.roseroofing.com/,+17138495155,+17138495155,True,mobile,"Rose Roofing, 16000 Dillard Dr Suite C, Jersey Village, TX 77040","Jersey Village, TX",Open ⋅ Closes 5 PM,US,,['Roofing contractor'],['gmaps'],4.9,,ChIJNaX_PSHQQIYRFEkutlzkgTo,29.879928999999997,-95.56227299999999,[],,Loved how Rose Roofing presents their product—quick question about boosting demo conversions.,40,,,,,,
64c46f1982b6a309,Homeward Roofing & Exteriors,,https://homewardroofing.com/,+18328994420,+18328994420,True,mobile,"Homeward Roofing & Exteriors, 509 Clarence St, Tomball, TX 77375","Tomball, TX",Open ⋅ Closes 8 PM,US,,"['Roofing contractor', 'Gutter cleaning service']",['gmaps'],5.0,,ChIJHTGbIQotR4YR1cPFl8sW2J4,30.0938005,-95.61780979999999,[],,Loved how Homeward Roofing & Exteriors presents their product—quick question about boosting demo conversions.,40,,,,,,
9bb6eb8abc95b357,Next Level Roofing And Remodeling Llc,,http://www.nextlevelroofing.com/,+18324134533,+18324134533,True,mobile,"Next Level Roofing and Remodeling LLC, 215 Neidigk Sawmill Rd, Magnolia, TX 77354","Magnolia, TX",Open ⋅ Closes 5 PM,US,,"['Roofing contractor', 'Remodeler']",['gmaps'],4.9,,ChIJYyq6-E4sR4YROSLV9hqfM8I,30.148633999999998,-95.636325,[],,Loved how Next Level Roofing And Remodeling Llc presents their product—quick question about boosting demo conversions.,40,,,,,,
37f27c82761f92cd,Aires Roofing & Construction Llc,,https://airesroofing.com/,+19362246198,+19362246198,True,mobile,"Aires Roofing & Construction LLC, 15865 Hwy 105 W #9, Montgomery, TX 77316","Montgomery, TX",Open ⋅ Closes 5 PM,US,,['Roofing contractor'],['gmaps'],4.8,,ChIJmcpwOgsjR4YRy7YuXRAoNTg,30.3603253,-95.6034797,[],,Loved how Aires Roofing & Construction Llc presents their product—quick question about boosting demo conversions.,40,,,,,,
73915a0b2b14cd5e,Rizen,,https://www.rizenroofer.com/,+19369001248,+19369001248,True,mobile,"Rizen, 481 Stephen F Austin Dr, Conroe, TX 77302","Conroe, TX",Open 24 hours,US,,"['Roofing contractor', 'General contractor', 'Siding contractor']",['gmaps'],4.9,,ChIJXXQwfu66lVQR8M2I2yGiUeI,30.2593912,-95.43648739999999,[],,Loved how Rizen presents their product—quick question about boosting demo conversions.,40,,,,,,
4dd10f639b0a6fe4,Vibrant Roofers Conroe,,http://vibrantroofersconroe.com/,+19363236531,+19363236531,True,mobile,"Vibrant Roofers Conroe, 304 N Main St, Conroe, TX 77301","Conroe, TX",Open ⋅ Closes 8 PM,US,,['Roofing contractor'],['gmaps'],5.0,,ChIJ50bAbGw5R4YRywQ3AaD_vQ8,30.311452499999998,-95.45682169999999,[],,Loved how Vibrant Roofers Conroe presents their product—quick question about boosting demo conversions.,40,,,,,,
12570ca748457d5b,Crown Roofing,dependableroofing.com,,(448) 650-5521,+14486505521,True,mobile,,New York,CA,USA,,"['Roofing', 'Construction', 'Contractor']",['yelp'],3.6,121.0,,,,"[{'email': 'hello@dependableroofing.com', 'source': 'hunter', 'validation': {'is_valid': False, 'is_disposable': False, 'mx_found': False, 'deliverability': 'unknown'}}, {'email': 'sales@dependableroofing.com', 'source': 'hunter', 'validation': {'is_valid': True, 'is_disposable': False, 'mx_found': True, 'deliverability': 'high'}}]",sales@dependableroofing.com,Loved how Crown Roofing presents their product—quick question about boosting demo conversions.,60,,Software,110.0,https://www.linkedin.com/company/dependableroofing,[],
d4fbe57db3c21136,Excellence Roofing,preferredroofing.co,https://preferredroofing.co,(780) 427-2077,+17804272077,True,mobile,,San Francisco,NY,USA,,"['Roofing', 'Construction', 'Contractor']",['yelp'],4.6,446.0,,,,"[{'email': 'hello@preferredroofing.co', 'source': 'hunter', 'validation': {'is_valid': True, 'is_disposable': False, 'mx_found': True, 'deliverability': 'medium'}}, {'email': 'sales@preferredroofing.co', 'source': 'hunter', 'validation': {'is_valid': True, 'is_disposable': True, 'mx_found': True, 'deliverability': 'low'}}, {'email': 'jane.doe@preferredroofing.co', 'source': 'hunter', 'validation': {'is_valid': True, 'is_disposable': False, 'mx_found': True, 'deliverability': 'high'}}]",jane.doe@preferredroofing.co,Loved how Excellence Roofing presents their product—quick question about boosting demo conversions.,90,Mike Martinez,Software,110.0,https://www.linkedin.com/company/preferredroofing,[],
